player_id,surname,forename,player_name,player_dob,soccerbase_pos
OsborneElliot19960512,Osborne,Elliot,Elliot Osborne,1996-05-12,Midfielder
OtsemoborJon19830323,Otsemobor,Jon,Jon Otsemobor,1983-03-23,Defender
PalethorpePhil19860917,Palethorpe,Phil,Phil Palethorpe,1986-09-17,Goalkeeper
PalmerLiam19910919,Palmer,Liam,Liam Palmer,1991-09-19,Midfielder
ParkinsonAndy19790527,Parkinson,Andy,Andy Parkinson,1979-05-27,Midfielder
PassantBayleigh20001129,Passant,Bayleigh,Bayleigh Passant,2000-11-29,Goalkeeper
PatrickOmari19960524,Patrick,Omari,Omari Patrick,1996-05-24,Midfielder
PayneStefan19910810,Payne,Stefan,Stefan Payne,1991-08-10,Forward
PenningtonMatthew19941006,Pennington,Matthew,Matthew Pennington,1994-10-06,Defender
PerkinsDavid19820621,Perkins,David,David Perkins,1982-06-21,Midfielder
PetersonKristoffer19941128,Peterson,Kristoffer,Kristoffer Peterson,1994-11-28,Midfielder
PikeDan20020109,Pike,Dan,Dan Pike,2002-01-09,Defender
PillingLuke19970725,Pilling,Luke,Luke Pilling,1997-07-25,Goalkeeper
PonticelliJordan19980910,Ponticelli,Jordan,Jordan Ponticelli,1998-09-10,Forward
PotterDarren19841221,Potter,Darren,Darren Potter,1984-12-21,Midfielder
PowerMax19930727,Power,Max,Max Power,1993-07-27,Midfielder
PriceJason19770412,Price,Jason,Jason Price,1977-04-12,Forward
PringleBen19890725,Pringle,Ben,Ben Pringle,1989-07-25,Midfielder
ProudlockAdam19810509,Proudlock,Adam,Adam Proudlock,1981-05-09,Forward
RachubkaPaul19810521,Rachubka,Paul,Paul Rachubka,1981-05-21,Goalkeeper
RalphAndy19830528,Ralph,Andy,Andy Ralph,1983-05-28,Goalkeeper
RamsbottomSam19960403,Ramsbottom,Sam,Sam Ramsbottom,1996-04-03,Goalkeeper
RankineMark19690930,Rankine,Mark,Mark Rankine,1969-09-30,Midfielder
RavenDavid19850310,Raven,David,David Raven,1985-03-10,Defender
RayGeorge19931013,Ray,George,George Ray,1993-10-13,Defender
RichardsEliot19910910,Richards,Eliot,Eliot Richards,1991-09-10,Forward
RickettsMichael19781204,Ricketts,Michael,Michael Ricketts,1978-12-04,Forward
RidehalghLiam19910420,Ridehalgh,Liam,Liam Ridehalgh,1991-04-20,Defender
RideoutPaul19640814,Rideout,Paul,Paul Rideout,1964-08-14,Forward
RileyMartin19861205,Riley,Martin,Martin Riley,1986-12-05,Defender
RobertsGareth19780206,Roberts,Gareth,Gareth Roberts,1978-02-06,Defender
RobinsonAndy19791103,Robinson,Andy,Andy Robinson,1979-11-03,Midfielder
RobinsonLuke20011120,Robinson,Luke,Luke Robinson,2001-11-20,Defender
RobinsonMarvin19800411,Robinson,Marvin,Marvin Robinson,1980-04-11,Forward
RobsonConor20030921,Robson,Conor,Conor Robson,2003-09-21,Goalkeeper
RogersAlan19770103,Rogers,Alan,Alan Rogers,1977-01-03,Defender
RokkaElliot19960316,Rokka,Elliot,Elliot Rokka,1996-03-16,Midfielder
RoweJames19911021,Rowe,James,James Rowe,1991-10-21,Midfielder
RussellCraig19740204,Russell,Craig,Craig Russell,1974-02-04,Forward
SantosGeorges19700815,Santos,Georges,Georges Santos,1970-08-15,Defender
SaundersHarvey19970720,Saunders,Harvey,Harvey Saunders,1997-07-20,Forward
SavageBas19820107,Savage,Bas,Bas Savage,1982-01-07,Forward
SeremetDino19800816,Seremet,Dino,Dino Seremet,1980-08-16,Goalkeeper
SharpsIan19801023,Sharps,Ian,Ian Sharps,1980-10-23,Defender
ShepherdPaul19771117,Shepherd,Paul,Paul Shepherd,1977-11-17,Forward
ShottonRyan19881030,Shotton,Ryan,Ryan Shotton,1988-10-30,Defender
ShowunmiEnoch19820421,Showunmi,Enoch,Enoch Showunmi,1982-04-21,Forward
ShukerChris19820509,Shuker,Chris,Chris Shuker,1982-05-09,Midfielder
SidibeMamady19791218,Sidibe,Mamady,Mamady Sidibe,1979-12-18,Forward
SimeuDynel20020313,Simeu,Dynel,Dynel Simeu,2002-03-13,Defender
SimonsenSteve19790403,Simonsen,Steve,Steve Simonsen,1979-04-03,Goalkeeper
SinnottLewis20020304,Sinnott,Lewis,Lewis Sinnott,2002-03-04,Defender
SmithJonny19970728,Smith,Jonny,Jonny Smith,1997-07-28,Midfielder
SmithSam19980308,Smith,Sam,Sam Smith,1998-03-08,Forward
SodjeAkpo19800131,Sodje,Akpo,Akpo Sodje,1980-01-31,Forward
SolomonDaviesJosh19991120,Solomon-Davies,Josh,Josh Solomon-Davies,1999-11-20,Defender
SolomonSol20010317,Solomon,Sol,Sol Solomon,2001-03-17,Midfielder
SonkoEdrissa19800323,Sonko,Edrissa,Edrissa Sonko,1980-03-23,Midfielder
SordellMarvin19910217,Sordell,Marvin,Marvin Sordell,1991-02-17,Forward
SousaErico19950312,Sousa,Erico,Erico Sousa,1995-03-12,Midfielder
SpearingJay19881125,Spearing,Jay,Jay Spearing,1988-11-25,Defender
SpellmanCarl20001106,Spellman,Carl,Carl Spellman,2000-11-06,Midfielder
StarbuckJoseph20020803,Starbuck,Joseph,Joseph Starbuck,2002-08-03,Midfielder
StephensonDarren19930306,Stephenson,Darren,Darren Stephenson,1993-03-06,Forward
StevensGary19630327,Stevens,Gary,Gary Stevens,1963-03-27,Defender
StockdaleRobbie19791130,Stockdale,Robbie,Robbie Stockdale,1979-11-30,Defender
StocktonCole19940313,Stockton,Cole,Cole Stockton,1994-03-13,Forward
StratulisRyan20030418,Stratulis,Ryan,Ryan Stratulis,2003-04-18,Midfielder
SummerbeeNicky19710826,Summerbee,Nicky,Nicky Summerbee,1971-08-26,Midfielder
SuttonRitchie19860429,Sutton,Ritchie,Ritchie Sutton,1986-04-29,Defender
TaylorAndy19860314,Taylor,Andy,Andy Taylor,1986-03-14,Defender
TaylorAsh19900902,Taylor,Ash,Ash Taylor,1990-09-02,Defender
TaylorFletcherGary19810604,Taylor-Fletcher,Gary,Gary Taylor-Fletcher,1981-06-04,Forward
TaylorGareth19730225,Taylor,Gareth,Gareth Taylor,1973-02-25,Forward
TaylorPerry19810129,Taylor,Perry,Perry Taylor,1981-01-29,Midfielder
TaylorRhys19900407,Taylor,Rhys,Rhys Taylor,1990-04-07,Goalkeeper
TaylorRob19850116,Taylor,Rob,Rob Taylor,1985-01-16,Defender
TaylorRyan19840819,Taylor,Ryan,Ryan Taylor,1984-08-19,Defender
TaylorSamuel20031223,Taylor,Samuel,Samuel Taylor,2003-12-23,Forward
TaylorScott19760505,Taylor,Scott,Scott Taylor,1976-05-05,Forward
TealeShaun19640310,Teale,Shaun,Shaun Teale,1964-03-10,Defender
ThomasMooreIan19760826,Thomas-Moore,Ian,Ian Thomas-Moore,1976-08-26,Forward
ThomasTony19710712,Thomas,Tony,Tony Thomas,1971-07-12,Defender
ThompsonAndy19671109,Thompson,Andy,Andy Thompson,1967-11-09,Defender
ThompsonBailey20010607,Thompson,Bailey,Bailey Thompson,2001-06-07,Midfielder
ThompsonJoe19890305,Thompson,Joe,Joe Thompson,1989-03-05,Midfielder
ThompsonJohn19811012,Thompson,John,John Thompson,1981-10-12,Defender
ThompsonJosh19910225,Thompson,Josh,Josh Thompson,1991-02-25,Defender
ThornAndy19661112,Thorn,Andy,Andy Thorn,1966-11-12,Defender
ThorntonSean19830518,Thornton,Sean,Sean Thornton,1983-05-18,Midfielder
TiryakiMustafa19870302,Tiryaki,Mustafa,Mustafa Tiryaki,1987-03-02,Forward
TollittBen19941130,Tollitt,Ben,Ben Tollitt,1994-11-30,Midfielder
TomlinsonBen19891031,Tomlinson,Ben,Ben Tomlinson,1989-10-31,Forward
TraoreDrissa19920325,Traore,Drissa,Drissa Traore,1992-03-25,Midfielder
TremarcoCarl19851011,Tremarco,Carl,Carl Tremarco,1985-10-11,Defender
TurnbullJordan19941030,Turnbull,Jordan,Jordan Turnbull,1994-10-30,Defender
TurnerCookeJay20031231,Turner-Cooke,Jay,Jay Turner-Cooke,2003-12-31,Midfielder
TurnerIain19840126,Turner,Iain,Iain Turner,1984-01-26,Goalkeeper
VaughanJames19880714,Vaughan,James,James Vaughan,1988-07-14,Forward
VaughanLee19860717,Vaughan,Lee,Lee Vaughan,1986-07-17,Defender
VaulksWill19930913,Vaulks,Will,Will Vaulks,1993-09-13,Midfielder
WalkerBrad19960425,Walker,Brad,Brad Walker,1996-04-25,Midfielder
WalkerRiceDanny20001110,Walker-Rice,Danny,Danny Walker-Rice,2000-11-10,Forward
WalkerStephen20001011,Walker,Stephen,Stephen Walker,2000-10-11,Forward
WallaceJames19911219,Wallace,James,James Wallace,1991-12-19,Midfielder
WardGavin19700630,Ward,Gavin,Gavin Ward,1970-06-30,Goalkeeper
WaringGeorge19941202,Waring,George,George Waring,1994-12-02,Forward
WarnerTony19740511,Warner,Tony,Tony Warner,1974-05-11,Goalkeeper
WarringtonLewis20021010,Warrington,Lewis,Lewis Warrington,2002-10-10,Midfielder
WaterfallLuke19900730,Waterfall,Luke,Luke Waterfall,1990-07-30,Defender
WatkinsBradley19940911,Watkins,Bradley,Bradley Watkins,1994-09-11,Goalkeeper
WatsonRyan19930707,Watson,Ryan,Ryan Watson,1993-07-07,Midfielder
WeirRobbie19881209,Weir,Robbie,Robbie Weir,1988-12-09,Midfielder
WelchKeith19681003,Welch,Keith,Keith Welch,1968-10-03,Goalkeeper
WelshJohn19840110,Welsh,John,John Welsh,1984-01-10,Midfielder
WhartonPaddy20000527,Wharton,Paddy,Paddy Wharton,2000-05-27,Goalkeeper
WhiteheadPhil19691217,Whitehead,Phil,Phil Whitehead,1969-12-17,Goalkeeper
WhitmoreTheodore19720805,Whitmore,Theodore,Theodore Whitmore,1972-08-05,Midfielder
WilliamsJosh20040713,Williams,Josh,Josh Williams,2004-07-13,Midfielder
WilliamsRyan19780831,Williams,Ryan,Ryan Williams,1978-08-31,Midfielder
WilliamsRyan19910408,Williams,Ryan,Ryan Williams,1991-04-08,Midfielder
WilsonKane20000311,Wilson,Kane,Kane Wilson,2000-03-11,Midfielder
WilsonMark19790209,Wilson,Mark,Mark Wilson,1979-02-09,Midfielder
WilsonSteve19740424,Wilson,Steve,Steve Wilson,1974-04-24,Goalkeeper
WoodConnor19960717,Wood,Connor,Connor Wood,1996-07-17,Defender
WoodNick19901109,Wood,Nick,Nick Wood,1990-11-09,Defender
WoodardsDan19831007,Woodards,Dan,Dan Woodards,1983-10-07,Defender
WoodsBilly19731024,Woods,Billy,Billy Woods,1973-10-24,Midfielder
WoodsCalum19870205,Woods,Calum,Calum Woods,1987-02-05,Defender
WoodyardAlex19930503,Woodyard,Alex,Alex Woodyard,1993-05-03,Midfielder
WooleryKaiyne19950111,Woolery,Kaiyne,Kaiyne Woolery,1995-01-11,Midfielder
WoottonScott19910912,Wootton,Scott,Scott Wootton,1991-09-12,Defender
YarneyJosef19971008,Yarney,Josef,Josef Yarney,1997-10-08,Defender
YatesSteve19700129,Yates,Steve,Steve Yates,1970-01-29,Defender
YoungJack20001021,Young,Jack,Jack Young,2000-10-21,Midfielder
ZolaCalvin19841231,Zola,Calvin,Calvin Zola,1984-12-31,Forward
