player_id,surname,forename,player_name,comp_rec_pos,soccerbase_pos,tm_pos_1,tm_pos_2,tm_pos_3
NorburnOliver19921026,Norburn,Oliver,Oliver Norburn,,Midfielder,Central Midfield,Defensive Midfield,
NormanCameron19951012,Norman,Cameron,Cameron Norman,,,Right-Back,Centre-Back,Left-Back
NorrisJames20030404,Norris,James,James Norris,,Defender,Left-Back,Left Midfield,Central Midfield
NorrisLuke19930603,Norris,Luke,Luke Norris,,Forward,Centre-Forward,,
NorwoodJames19901024,Norwood,James,James Norwood,,Forward,Centre-Forward,Right Winger,Left Winger
NugentDavid19850502,Nugent,David,David Nugent,,Forward,Centre-Forward,,
NugentGeorge20011204,Nugent,George,George Nugent,,Midfielder,Central Midfield,Right-Back,Right Midfield
OBrienLiam19640905,O'Brien,Liam,Liam O'Brien,Midfielder,Midfielder,Defensive Midfield,,
OCallaghanGeorge19790905,O'Callaghan,George,George O'Callaghan,,Midfielder,Attacking Midfield,,
OConnorJohn1903,O'Connor,John,John O'Connor,Outside Right,,,,
OConnorLee20000728,O'Connor,Lee,Lee O'Connor,,Defender,Right-Back,Defensive Midfield,Centre-Back
OHalloranMichael19910106,O'Halloran,Michael,Michael O'Halloran,,Forward,Right Winger,Left Winger,Centre-Forward
OLearyStephen19870202,O'Leary,Stephen,Stephen O'Leary,,Midfielder,Central Midfield,,
ONeilTommy19521025,O'Neil,Tommy,Tommy O'Neil,Midfielder,,Right-Back,,
ONeillLuke19910820,O'Neill,Luke,Luke O'Neill,,Defender,Right-Back,Centre-Back,
ORourkeBilly19600402,O'Rourke,Billy,Billy O'Rourke,Goalkeeper,,,,
ObreyAlf19120603,Obrey,Alf,Alf Obrey,Center Half,,,,
OdejayiKayode19820221,Odejayi,Kayode,Kayode Odejayi,,Forward,Centre-Forward,,
OliverGavin19620906,Oliver,Gavin,Gavin Oliver,Defender,,,,
OlsenJames19811023,Olsen,James,James Olsen,,Defender,Left-Back,Left Midfield,
OmotolaTolani19980416,Omotola,Tolani,Tolani Omotola,,Forward,Centre-Forward,,
OnuoraIffy19670728,Onuora,Iffy,Iffy Onuora,,Forward,Centre-Forward,,
OnyealiElkanah19390607,Onyeali,Elkanah,Elkanah Onyeali,Forward,,,,
OsbornSimon19720119,Osborn,Simon,Simon Osborn,,Midfielder,Central Midfield,,
OsborneElliot19960512,Osborne,Elliot,Elliot Osborne,,Midfielder,Central Midfield,,
OtsemoborJon19830323,Otsemobor,Jon,Jon Otsemobor,,Defender,Right-Back,,
OwenArthur1911,Owen,Arthur,Arthur Owen,Left Back,,,,
OwenBilly19140630,Owen,Billy,Billy Owen,Center Forward,,,,
OxtobyDick19390905,Oxtoby,Dick,Dick Oxtoby,Half Back,,,,
PalethorpePhil19860917,Palethorpe,Phil,Phil Palethorpe,,,Goalkeeper,,
PalethorpePhilip19860917,Palethorpe,Philip,Philip Palethorpe,,Goalkeeper,,,
PaliosMark19521109,Palios,Mark,Mark Palios,Midfielder,,,,
PalmerLiam19910919,Palmer,Liam,Liam Palmer,,Defender,Right-Back,Centre-Back,Defensive Midfield
ParkinsonAndy19790527,Parkinson,Andy,Andy Parkinson,,Midfielder,Right Winger,Attacking Midfield,
ParnellFrank19351104,Parnell,Frank,Frank Parnell,Center Forward,,,,
ParnellRoy19431008,Parnell,Roy,Roy Parnell,Right Back,,,,
ParryDave19480211,Parry,Dave,Dave Parry,Outside Left,,,,
ParryLes19531113,Parry,Les,Les Parry,Central Defender,,Centre-Back,,
PassantBailey20001129,Passant,Bailey,Bailey Passant,,Goalkeeper,,,
PassantBayleigh20001129,Passant,Bayleigh,Bayleigh Passant,,,Goalkeeper,,
PayneAlbert19231111,Payne,Albert,Albert Payne,Wing Half,,,,
PayneGeorge19210822,Payne,George,George Payne,Goalkeeper,,,,
PayneStefan19910810,Payne,Stefan,Stefan Payne,,Forward,Centre-Forward,Right Winger,Left Winger
PearsonTich41910,Pearson,Tich,Tich Pearson,Outside Right,,,,
PenningtonJames21915,Pennington,James,James Pennington,Inside Left,,,,
PenningtonMatthew19941006,Pennington,Matthew,Matthew Pennington,,Defender,Centre-Back,Right-Back,
PeplowSteve19490108,Peplow,Steve,Steve Peplow,Outside Right,,Right Midfield,,
PerfectFrank19150309,Perfect,Frank,Frank Perfect,Right Back,,,,
PerkinsDavid19820621,Perkins,David,David Perkins,,Midfielder,Central Midfield,Defensive Midfield,Left Midfield
PetersonKristoffer19941128,Peterson,Kristoffer,Kristoffer Peterson,,Forward,Left Winger,Right Winger,Centre-Forward
PhillipsErnest1897,Phillips,Ernest,Ernest Phillips,Left Half,,,,
PhilpottsDave19540331,Philpotts,Dave,Dave Philpotts,Center Half,,,,
PhilpottsJohn,Philpotts,John,John Philpotts,Outside Right,,,,
PikeDan20020109,Pike,Dan,Dan Pike,,Defender,Right-Back,Left-Back,
PikeMartin19641021,Pike,Martin,Martin Pike,Left Back,,Left-Back,Right-Back,Left Midfield
PillingLuke19970725,Pilling,Luke,Luke Pilling,,Goalkeeper,Goalkeeper,,
PlattDick,Platt,Dick,Dick Platt,Right Back,,,,
PlattJohn19540822,Platt,John,John Platt,Goalkeeper,,,,
PointonRay19471106,Pointon,Ray,Ray Pointon,Fullback,,,,
PollardJames19200604,Pollard,James,James Pollard,Outside Left,,,,
PonticelliJordan19980910,Ponticelli,Jordan,Jordan Ponticelli,,Forward,Centre-Forward,,
PoskettThomas19091226,Poskett,Thomas,Thomas Poskett,Goalkeeper,,,,
PostlewhiteDennis19571013,Postlewhite,Dennis,Dennis Postlewhite,Defender,,Centre-Back,,
PotterDarren19841221,Potter,Darren,Darren Potter,,Midfielder,Central Midfield,Defensive Midfield,
PowellNeville19630902,Powell,Neville,Neville Powell,Midfielder,,Right Midfield,,
PowerMax19930727,Power,Max,Max Power,,Midfielder,Central Midfield,Defensive Midfield,Right-Back
PrenticeJohn18981019,Prentice,John,John Prentice,Outside Left,,,,
PrescottFrank19220812,Prescott,Frank,Frank Prescott,Center Forward,,,,
PriceJason19770412,Price,Jason,Jason Price,,Forward,Centre-Forward,Right Winger,
PriceKen19390325,Price,Ken,Ken Price,Center Forward,,,,
PriceWalter19210214,Price,Walter,Walter Price,Center Half,,,,
PringleBen19890725,Pringle,Ben,Ben Pringle,,Midfielder,Left Midfield,Right Midfield,Central Midfield
PritchardJoe19430904,Pritchard,Joe,Joe Pritchard,Midfielder,,Central Midfield,,
PritchardRay19540623,Pritchard,Ray,Ray Pritchard,Fullback,,,,
ProctorMark19610130,Proctor,Mark,Mark Proctor,Midfielder,,,,
ProctorNorman18960511,Proctor,Norman,Norman Proctor,Inside Left,,,,
ProsserNeil19570308,Prosser,Neil,Neil Prosser,Forward,,,,
ProudlockAdam19810509,Proudlock,Adam,Adam Proudlock,,Forward,Centre-Forward,,
RachubkaPaul19810521,Rachubka,Paul,Paul Rachubka,,Goalkeeper,Goalkeeper,,
RainfordBilly18920226,Rainford,Billy,Billy Rainford,Inside Left,,,,
RalphAndrew19830528,Ralph,Andrew,Andrew Ralph,,Goalkeeper,Goalkeeper,,
RalphAndy19830528,Ralph,Andy,Andy Ralph,,,Goalkeeper,,
RamsbottomSam19960403,Ramsbottom,Sam,Sam Ramsbottom,,Goalkeeper,Goalkeeper,,
RankineMark19690930,Rankine,Mark,Mark Rankine,,Midfielder,Central Midfield,,
RatcliffeArchie18930130,Ratcliffe,Archie,Archie Ratcliffe,Center Forward,,,,
RavenDavid19850310,Raven,David,David Raven,,Defender,Right-Back,Centre-Back,
RayGeorge19931013,Ray,George,George Ray,,Defender,Centre-Back,,
ReesPeter19320505,Rees,Peter,Peter Rees,Outside Left,,,,
RiceRon19230413,Rice,Ron,Ron Rice,Inside Left,,,,
RichardsEliot19910910,Richards,Eliot,Eliot Richards,,Forward,Attacking Midfield,Left Winger,Right Winger
RichardsErnest,Richards,Ernest,Ernest Richards,Center Half,,,,
RichardsPercy1907,Richards,Percy,Percy Richards,Outside Left,,,,
RickettsMichael19781204,Ricketts,Michael,Michael Ricketts,,Forward,Centre-Forward,,
RiddingBill19110404,Ridding,Bill,Bill Ridding,Center Forward,,,,
RidehalghLiam19910420,Ridehalgh,Liam,Liam Ridehalgh,,Defender,Left-Back,Centre-Back,
RideoutPaul19640814,Rideout,Paul,Paul Rideout,,Forward,Centre-Forward,,
RidgwayJohn,Ridgway,John,John Ridgway,Left Back,,,,
RileyAlan,Riley,Alan,Alan Riley,Goalkeeper,,,,
RileyMartin19861205,Riley,Martin,Martin Riley,,Defender,Centre-Back,,
RimmerEllis19070102,Rimmer,Ellis,Ellis Rimmer,Outside Left,,,,
RobertsBilly19040109,Roberts,Billy,Billy Roberts,Inside Right,,,,
RobertsEddie19471116,Roberts,Eddie,Eddie Roberts,Goalkeeper,,,,
RobertsGareth19780206,Roberts,Gareth,Gareth Roberts,,Defender,Left-Back,,
RobertsGerald21908,Roberts,Gerald,Gerald Roberts,Left Back,,,,
RobertsJames18910107,Roberts,James,James Roberts,Outside Left,,,,
RobertsRonnie19420914,Roberts,Ronnie,Ronnie Roberts,Outside Left,,,,
RobertsonTeddie19351219,Robertson,Teddie,Teddie Robertson,Fullback,,,,
RobertsonWilliam,Robertson,William,William Robertson,Center Forward,,,,
RobinsonAlfred18980130,Robinson,Alfred,Alfred Robinson,Inside Right,,,,
RobinsonAndy19791103,Robinson,Andy,Andy Robinson,,Midfielder,Left Midfield,Right Midfield,Central Midfield
RobinsonJames18980108,Robinson,James,James Robinson,Outside Left,,,,
RobinsonLiam19651229,Robinson,Liam,Liam Robinson,Striker,,,,
RobinsonLuke20011120,Robinson,Luke,Luke Robinson,,Defender,Left-Back,,
RobinsonMarvin19800411,Robinson,Marvin,Marvin Robinson,,Forward,Centre-Forward,,
RobsonConor20030921,Robson,Conor,Conor Robson,,Goalkeeper,Goalkeeper,,
RodawayBilly19540926,Rodaway,Billy,Billy Rodaway,Midfielder,,Centre-Back,,
RogersAlan19770103,Rogers,Alan,Alan Rogers,Left Back,Defender,Left-Back,Left Midfield,Left Winger
RokkaElliot19960316,Rokka,Elliot,Elliot Rokka,,Midfielder,Centre-Forward,Right Winger,Left Winger
RoperWilliam21914,Roper,William,William Roper,Goalkeeper,,,,
RosenthalAbe19211012,Rosenthal,Abe,Abe Rosenthal,Inside Forward,,,,
RothwellPeter21898,Rothwell,Peter,Peter Rothwell,Inside Forward,,,,
RoweGraham19450828,Rowe,Graham,Graham Rowe,Wing Half,,,,
RoweJames19911021,Rowe,James,James Rowe,,Midfielder,Central Midfield,Right Midfield,Left Midfield
RowlandJohn19410407,Rowland,John,John Rowland,Winger,,,,
RowlesReginald,Rowles,Reginald,Reginald Rowles,Right Back,,,,
RowleyTony19290919,Rowley,Tony,Tony Rowley,Center Forward,,,,
RoyJack19140323,Roy,Jack,Jack Roy,Outside Left,,,,
RussellAlex19440221,Russell,Alex,Alex Russell,Midfielder,,,,
RussellCraig19740204,Russell,Craig,Craig Russell,,Forward,Centre-Forward,,
RutterEdward18980702,Rutter,Edward,Edward Rutter,Left Half,,,,
SalmonLen19120624,Salmon,Len,Len Salmon,Wing Half,,,,
SantosGeorges19700815,Santos,Georges,Georges Santos,,Defender,Centre-Back,,
SaundersHarvey19970720,Saunders,Harvey,Harvey Saunders,,Forward,Centre-Forward,,
SavageBas19820107,Savage,Bas,Bas Savage,,Forward,Centre-Forward,Right Winger,
SayerStan18950202,Sayer,Stan,Stan Sayer,Center Forward,,,,
ScottGeorge19441025,Scott,George,George Scott,Inside Forward,,,,
SeasmanJohn19550221,Seasman,John,John Seasman,Midfielder,,,,
SeddonBen19520205,Seddon,Ben,Ben Seddon,Center Half,,,,
SeremetDino19800816,Seremet,Dino,Dino Seremet,,Goalkeeper,Goalkeeper,,
